Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),diopside,clinoenstatite,hedenbergite,alumino-buffonite,buffonite,essenite,jadeite
128,1063.61,0.250,-10.974,0.0370,3.3954,50.5927,0.1925,2.6282,0.9795,0.0000,22.7584,0.0000,16.6951,0.0000,0.0000,6.0741,0.0795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.532,-0.421,0.083,0.011,0.043,-0.551930,0.746580,0.723981,0.047467,-0.036456,0.064494,0.005865
128,1063.61,0.250,-10.974,0.0997,3.3277,49.7638,0.8192,3.6941,1.4835,0.0000,12.9956,0.0000,12.8543,0.0000,0.0000,18.1594,0.2302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.509,-1.213,0.222,0.030,0.115,0.206472,0.247419,0.410956,0.076062,-0.029475,0.071687,0.016880
129,1062.61,0.250,-10.988,0.0367,3.3974,50.5615,0.1898,2.6229,0.9841,0.0000,22.8942,0.0000,16.6040,0.0000,0.0000,6.0642,0.0795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.527,-0.417,0.083,0.011,0.043,-0.556894,0.746823,0.728781,0.047239,-0.036376,0.064562,0.005865
129,1062.61,0.250,-10.988,0.0963,3.3289,49.7523,0.8112,3.6826,1.4895,0.0000,13.0844,0.0000,12.7971,0.0000,0.0000,18.1523,0.2305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.458,-1.172,0.214,0.029,0.111,0.203869,0.247367,0.413939,0.075516,-0.029361,0.071763,0.016908
130,1061.61,0.250,-11.001,0.0364,3.3993,50.5301,0.1871,2.6176,0.9887,0.0000,23.0303,0.0000,16.5127,0.0000,0.0000,6.0541,0.0794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.522,-0.413,0.082,0.011,0.042,-0.561881,0.747073,0.733594,0.047012,-0.036294,0.064631,0.005864
130,1061.61,0.250,-11.001,0.0932,3.3301,49.7405,0.8034,3.6713,1.4956,0.0000,13.1734,0.0000,12.7396,0.0000,0.0000,18.1453,0.2308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.408,-1.132,0.207,0.028,0.107,0.201252,0.247312,0.416931,0.074975,-0.029245,0.071839,0.016937
131,1060.61,0.250,-11.015,0.0361,3.4013,50.4987,0.1845,2.6124,0.9933,0.0000,23.1665,0.0000,16.4214,0.0000,0.0000,6.0438,0.0794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.517,-0.409,0.081,0.011,0.042,-0.566892,0.747330,0.738423,0.046786,-0.036211,0.064700,0.005864
131,1060.61,0.250,-11.015,0.0901,3.3312,49.7285,0.7957,3.6601,1.5018,0.0000,13.2627,0.0000,12.6818,0.0000,0.0000,18.1383,0.2311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.361,-1.094,0.200,0.027,0.103,0.198622,0.247253,0.419933,0.074438,-0.029127,0.071915,0.016966
132,1059.61,0.250,-11.029,0.0357,3.4032,50.4672,0.1819,2.6072,0.9979,0.0000,23.3031,0.0000,16.3300,0.0000,0.0000,6.0334,0.0793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.512,-0.405,0.080,0.011,0.041,-0.571926,0.747593,0.743267,0.046561,-0.036127,0.064768,0.005864
132,1059.61,0.250,-11.029,0.0872,3.3324,49.7162,0.7881,3.6490,1.5080,0.0000,13.3521,0.0000,12.6237,0.0000,0.0000,18.1314,0.2314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.316,-1.058,0.194,0.026,0.100,0.195977,0.247192,0.422945,0.073906,-0.029008,0.071991,0.016997
133,1058.61,0.250,-11.043,0.0354,3.4052,50.4356,0.1794,2.6020,1.0026,0.0000,23.4399,0.0000,16.2386,0.0000,0.0000,6.0228,0.0792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.507,-0.401,0.080,0.010,0.041,-0.576984,0.747863,0.748127,0.046337,-0.036042,0.064836,0.005863
133,1058.61,0.250,-11.043,0.0845,3.3336,49.7036,0.7807,3.6380,1.5143,0.0000,13.4418,0.0000,12.5654,0.0000,0.0000,18.1244,0.2318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.274,-1.024,0.187,0.025,0.097,0.193316,0.247129,0.425967,0.073378,-0.028886,0.072067,0.017028
134,1057.61,0.250,-11.056,0.0351,3.4071,50.4039,0.1769,2.5968,1.0073,0.0000,23.5770,0.0000,16.1470,0.0000,0.0000,6.0120,0.0792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.502,-0.397,0.079,0.010,0.041,-0.582067,0.748139,0.753003,0.046114,-0.035956,0.064904,0.005863
134,1057.61,0.250,-11.056,0.0818,3.3348,49.6908,0.7733,3.6271,1.5207,0.0000,13.5317,0.0000,12.5068,0.0000,0.0000,18.1174,0.2321,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.233,-0.992,0.181,0.025,0.094,0.190639,0.247063,0.429002,0.072855,-0.028763,0.072143,0.017060
135,1056.61,0.250,-11.070,0.0348,3.4091,50.3721,0.1744,2.5916,1.0120,0.0000,23.7143,0.0000,16.0553,0.0000,0.0000,6.0012,0.0791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.497,-0.393,0.078,0.010,0.040,-0.587173,0.748420,0.757895,0.045892,-0.035868,0.064972,0.005863
135,1056.61,0.250,-11.070,0.0793,3.3360,49.6778,0.7661,3.6164,1.5271,0.0000,13.6219,0.0000,12.4479,0.0000,0.0000,18.1105,0.2325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.194,-0.960,0.176,0.024,0.091,0.187946,0.246996,0.432048,0.072335,-0.028637,0.072219,0.017093
136,1055.61,0.250,-11.084,0.0345,3.4111,50.3401,0.1720,2.5865,1.0168,0.0000,23.8520,0.0000,15.9635,0.0000,0.0000,5.9902,0.0791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.492,-0.389,0.077,0.010,0.040,-0.592304,0.748707,0.762804,0.045670,-0.035780,0.065039,0.005862
136,1055.61,0.250,-11.084,0.0769,3.3372,49.6644,0.7589,3.6058,1.5336,0.0000,13.7124,0.0000,12.3886,0.0000,0.0000,18.1035,0.2328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.157,-0.931,0.170,0.023,0.088,0.185235,0.246927,0.435106,0.071819,-0.028510,0.072296,0.017127
137,1054.61,0.250,-11.098,0.0342,3.4130,50.3080,0.1696,2.5813,1.0216,0.0000,23.9900,0.0000,15.8715,0.0000,0.0000,5.9790,0.0790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.487,-0.385,0.077,0.010,0.039,-0.597458,0.748999,0.767731,0.045449,-0.035690,0.065107,0.005862
137,1054.61,0.250,-11.098,0.0746,3.3384,49.6509,0.7519,3.5952,1.5401,0.0000,13.8032,0.0000,12.3291,0.0000,0.0000,18.0965,0.2332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.122,-0.902,0.165,0.022,0.085,0.182507,0.246856,0.438177,0.071307,-0.028381,0.072372,0.017162
138,1053.61,0.250,-11.112,0.0339,3.4150,50.2759,0.1672,2.5762,1.0264,0.0000,24.1282,0.0000,15.7794,0.0000,0.0000,5.9678,0.0790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.482,-0.381,0.076,0.010,0.039,-0.602637,0.749296,0.772674,0.045229,-0.035599,0.065174,0.005862
138,1053.61,0.250,-11.112,0.0725,3.3397,49.6370,0.7449,3.5848,1.5467,0.0000,13.8942,0.0000,12.2693,0.0000,0.0000,18.0894,0.2336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.088,-0.875,0.160,0.022,0.083,0.179760,0.246784,0.441262,0.070798,-0.028250,0.072449,0.017197
139,1052.61,0.250,-11.125,0.0336,3.4170,50.2436,0.1649,2.5711,1.0312,0.0000,24.2668,0.0000,15.6871,0.0000,0.0000,5.9564,0.0789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.477,-0.377,0.075,0.010,0.039,-0.607841,0.749598,0.777636,0.045010,-0.035507,0.065242,0.005862
139,1052.61,0.250,-11.125,0.0704,3.3409,49.6229,0.7381,3.5744,1.5533,0.0000,13.9856,0.0000,12.2092,0.0000,0.0000,18.0824,0.2339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.055,-0.849,0.156,0.021,0.080,0.176994,0.246711,0.444361,0.070292,-0.028117,0.072526,0.017233
140,1051.61,0.250,-11.139,0.0333,3.4190,50.2111,0.1626,2.5660,1.0361,0.0000,24.4057,0.0000,15.5947,0.0000,0.0000,5.9449,0.0788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.472,-0.373,0.074,0.010,0.038,-0.613068,0.749904,0.782616,0.044791,-0.035413,0.065309,0.005862
140,1051.61,0.250,-11.139,0.0683,3.3421,49.6086,0.7313,3.5642,1.5601,0.0000,14.0774,0.0000,12.1488,0.0000,0.0000,18.0753,0.2343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.024,-0.824,0.151,0.020,0.078,0.174208,0.246638,0.447474,0.069790,-0.027982,0.072603,0.017269
141,1050.61,0.250,-11.153,0.0330,3.4210,50.1786,0.1603,2.5609,1.0410,0.0000,24.5449,0.0000,15.5021,0.0000,0.0000,5.9334,0.0788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.467,-0.369,0.074,0.010,0.038,-0.618320,0.750214,0.787614,0.044572,-0.035319,0.065377,0.005861
141,1050.61,0.250,-11.153,0.0664,3.3434,49.5940,0.7247,3.5540,1.5669,0.0000,14.1695,0.0000,12.0881,0.0000,0.0000,18.0681,0.2347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.994,-0.800,0.147,0.020,0.076,0.171401,0.246564,0.450602,0.069291,-0.027846,0.072681,0.017307
142,1049.61,0.250,-11.167,0.0327,3.4231,50.1459,0.1581,2.5559,1.0460,0.0000,24.6845,0.0000,15.4093,0.0000,0.0000,5.9217,0.0787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.462,-0.366,0.073,0.010,0.038,-0.623596,0.750529,0.792630,0.044354,-0.035223,0.065444,0.005861
142,1049.61,0.250,-11.167,0.0646,3.3446,49.5792,0.7181,3.5439,1.5737,0.0000,14.2619,0.0000,12.0271,0.0000,0.0000,18.0609,0.2351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.966,-0.777,0.143,0.019,0.074,0.168574,0.246489,0.453746,0.068794,-0.027707,0.072759,0.017345
143,1048.61,0.250,-11.181,0.0324,3.4251,50.1131,0.1559,2.5508,1.0509,0.0000,24.8243,0.0000,15.3163,0.0000,0.0000,5.9099,0.0787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.458,-0.362,0.072,0.009,0.037,-0.628896,0.750847,0.797666,0.044137,-0.035126,0.065512,0.005861
143,1048.61,0.250,-11.181,0.0628,3.3459,49.5641,0.7116,3.5339,1.5807,0.0000,14.3548,0.0000,11.9657,0.0000,0.0000,18.0537,0.2356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.939,-0.756,0.139,0.019,0.072,0.165725,0.246415,0.456905,0.068300,-0.027567,0.072838,0.017383
144,1047.61,0.250,-11.195,0.0321,3.4271,50.0801,0.1538,2.5457,1.0559,0.0000,24.9646,0.0000,15.2231,0.0000,0.0000,5.8981,0.0786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.453,-0.358,0.072,0.009,0.037,-0.634221,0.751168,0.802721,0.043920,-0.035028,0.065579,0.005861
144,1047.61,0.250,-11.195,0.0611,3.3471,49.5487,0.7052,3.5240,1.5877,0.0000,14.4480,0.0000,11.9040,0.0000,0.0000,18.0464,0.2360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.912,-0.735,0.135,0.018,0.070,0.162854,0.246341,0.460081,0.067809,-0.027425,0.072917,0.017423
145,1046.61,0.250,-11.209,0.0319,3.4292,50.0471,0.1516,2.5407,1.0610,0.0000,25.1051,0.0000,15.1297,0.0000,0.0000,5.8862,0.0786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.449,-0.355,0.071,0.009,0.037,-0.639570,0.751493,0.807795,0.043703,-0.034928,0.065647,0.005861
145,1046.61,0.250,-11.209,0.0595,3.3484,49.5332,0.6988,3.5142,1.5947,0.0000,14.5417,0.0000,11.8420,0.0000,0.0000,18.0390,0.2364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.887,-0.714,0.131,0.018,0.068,0.159961,0.246267,0.463274,0.067321,-0.027281,0.072996,0.017462
146,1045.61,0.250,-11.223,0.0316,3.4312,50.0139,0.1495,2.5357,1.0661,0.0000,25.2461,0.0000,15.0361,0.0000,0.0000,5.8742,0.0785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.444,-0.351,0.070,0.009,0.036,-0.644943,0.751820,0.812888,0.043487,-0.034827,0.065714,0.005861
146,1045.61,0.250,-11.223,0.0579,3.3497,49.5173,0.6926,3.5044,1.6019,0.0000,14.6357,0.0000,11.7797,0.0000,0.0000,18.0315,0.2369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.863,-0.695,0.128,0.017,0.066,0.157043,0.246195,0.466484,0.066834,-0.027135,0.073076,0.017503
147,1044.61,0.250,-11.237,0.0313,3.4333,49.9805,0.1475,2.5307,1.0712,0.0000,25.3873,0.0000,14.9422,0.0000,0.0000,5.8621,0.0785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.440,-0.348,0.070,0.009,0.036,-0.650341,0.752151,0.818002,0.043271,-0.034725,0.065782,0.005860
147,1044.61,0.250,-11.237,0.0564,3.3510,49.5012,0.6864,3.4948,1.6091,0.0000,14.7302,0.0000,11.7170,0.0000,0.0000,18.0240,0.2373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.840,-0.676,0.124,0.017,0.064,0.154102,0.246122,0.469712,0.066350,-0.026987,0.073156,0.017544
148,1043.61,0.250,-11.251,0.0310,3.4353,49.9471,0.1454,2.5256,1.0763,0.0000,25.5289,0.0000,14.8482,0.0000,0.0000,5.8500,0.0784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.435,-0.344,0.069,0.009,0.036,-0.655762,0.752484,0.823135,0.043055,-0.034622,0.065850,0.005860
148,1043.61,0.250,-11.251,0.0550,3.3523,49.4849,0.6803,3.4851,1.6164,0.0000,14.8252,0.0000,11.6541,0.0000,0.0000,18.0163,0.2378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.818,-0.659,0.121,0.016,0.063,0.151137,0.246052,0.472958,0.065868,-0.026838,0.073237,0.017586
149,1042.61,0.250,-11.265,0.0308,3.4374,49.9135,0.1434,2.5206,1.0815,0.0000,25.6709,0.0000,14.7539,0.0000,0.0000,5.8378,0.0783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.431,-0.341,0.068,0.009,0.035,-0.661208,0.752819,0.828289,0.042840,-0.034517,0.065917,0.005860
149,1042.61,0.250,-11.265,0.0536,3.3536,49.4683,0.6742,3.4756,1.6237,0.0000,14.9206,0.0000,11.5907,0.0000,0.0000,18.0086,0.2382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.796,-0.641,0.118,0.016,0.061,0.148146,0.245982,0.476224,0.065388,-0.026686,0.073318,0.017628
150,1041.61,0.250,-11.280,0.0305,3.4395,49.8797,0.1414,2.5156,1.0868,0.0000,25.8132,0.0000,14.6593,0.0000,0.0000,5.8256,0.0783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.427,-0.337,0.068,0.009,0.035,-0.666678,0.753157,0.833462,0.042625,-0.034411,0.065985,0.005860
150,1041.61,0.250,-11.280,0.0523,3.3549,49.4515,0.6683,3.4661,1.6311,0.0000,15.0164,0.0000,11.5271,0.0000,0.0000,18.0008,0.2387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.776,-0.625,0.115,0.016,0.059,0.145129,0.245914,0.479508,0.064910,-0.026533,0.073401,0.017671
156,1035.61,0.250,-11.365,0.1604,3.3611,49.2105,0.7166,3.4953,1.7361,0.0000,15.1433,0.0000,10.8892,0.0000,0.0000,18.5598,0.2493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.373,-1.914,0.351,0.048,0.182,0.161279,0.219899,0.485024,0.065251,-0.023974,0.074007,0.018513
157,1034.61,0.250,-11.379,0.0644,3.3626,49.2061,0.7039,3.4777,1.7383,0.0000,15.2739,0.0000,10.8469,0.0000,0.0000,18.5041,0.2492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.951,-0.767,0.141,0.019,0.073,0.155602,0.221848,0.489429,0.064490,-0.023928,0.074047,0.018511
158,1033.61,0.250,-11.393,0.0633,3.3640,49.2012,0.6912,3.4603,1.7404,0.0000,15.4064,0.0000,10.8043,0.0000,0.0000,18.4471,0.2490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.934,-0.754,0.138,0.019,0.072,0.149810,0.223846,0.493896,0.063735,-0.023882,0.074087,0.018509
159,1032.61,0.250,-11.408,0.0623,3.3655,49.1960,0.6787,3.4429,1.7426,0.0000,15.5406,0.0000,10.7614,0.0000,0.0000,18.3889,0.2489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.918,-0.741,0.136,0.019,0.070,0.143897,0.225894,0.498429,0.062985,-0.023836,0.074126,0.018505
160,1031.61,0.250,-11.422,0.0613,3.3670,49.1903,0.6663,3.4255,1.7448,0.0000,15.6768,0.0000,10.7183,0.0000,0.0000,18.3293,0.2487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.902,-0.728,0.134,0.018,0.069,0.137858,0.227996,0.503030,0.062239,-0.023789,0.074165,0.018501
161,1030.61,0.250,-11.436,0.0603,3.3685,49.1842,0.6540,3.4083,1.7469,0.0000,15.8150,0.0000,10.6748,0.0000,0.0000,18.2684,0.2485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.887,-0.715,0.131,0.018,0.068,0.131687,0.230155,0.507702,0.061498,-0.023741,0.074204,0.018495
162,1029.61,0.250,-11.451,0.0594,3.3701,49.1777,0.6417,3.3911,1.7491,0.0000,15.9552,0.0000,10.6310,0.0000,0.0000,18.2059,0.2483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.872,-0.704,0.129,0.018,0.067,0.125379,0.232374,0.512450,0.060762,-0.023693,0.074241,0.018488
170,1021.61,0.250,-11.566,0.1395,3.3795,48.8621,0.6985,3.4147,1.8899,0.0000,16.2629,0.0000,9.8234,0.0000,0.0000,18.7868,0.2615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.038,-1.647,0.302,0.041,0.157,0.136254,0.204139,0.524536,0.060663,-0.020144,0.074995,0.019557
171,1020.61,0.250,-11.581,0.0301,3.3809,48.8350,0.6981,3.4096,1.9020,0.0000,16.3447,0.0000,9.7445,0.0000,0.0000,18.8036,0.2625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.440,-0.355,0.065,0.009,0.034,0.134373,0.202960,0.527446,0.060353,-0.019839,0.075068,0.019639
172,1019.61,0.250,-11.596,0.0295,3.3823,48.8077,0.6977,3.4044,1.9141,0.0000,16.4270,0.0000,9.6655,0.0000,0.0000,18.8201,0.2634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.430,-0.347,0.064,0.009,0.033,0.132453,0.201794,0.530379,0.060043,-0.019531,0.075141,0.019720
173,1018.61,0.250,-11.610,0.0289,3.3837,48.7803,0.6973,3.3992,1.9264,0.0000,16.5099,0.0000,9.5865,0.0000,0.0000,18.8361,0.2644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.421,-0.340,0.062,0.009,0.032,0.130494,0.200642,0.533335,0.059732,-0.019220,0.075214,0.019803
174,1017.61,0.250,-11.625,0.0283,3.3851,48.7527,0.6970,3.3940,1.9386,0.0000,16.5934,0.0000,9.5073,0.0000,0.0000,18.8516,0.2654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.412,-0.333,0.061,0.008,0.032,0.128496,0.199505,0.536313,0.059420,-0.018906,0.075287,0.019885
175,1016.61,0.250,-11.640,0.0277,3.3865,48.7250,0.6967,3.3887,1.9510,0.0000,16.6774,0.0000,9.4280,0.0000,0.0000,18.8668,0.2663,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.403,-0.326,0.060,0.008,0.031,0.126459,0.198381,0.539313,0.059108,-0.018589,0.075360,0.019968
176,1015.61,0.250,-11.654,0.0272,3.3879,48.6972,0.6964,3.3835,1.9635,0.0000,16.7620,0.0000,9.3486,0.0000,0.0000,18.8816,0.2673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.394,-0.319,0.059,0.008,0.030,0.124382,0.197272,0.542336,0.058795,-0.018269,0.075433,0.020051
177,1014.61,0.250,-11.669,0.0266,3.3893,48.6691,0.6962,3.3782,1.9760,0.0000,16.8472,0.0000,9.2691,0.0000,0.0000,18.8959,0.2683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.386,-0.312,0.057,0.008,0.030,0.122266,0.196177,0.545382,0.058480,-0.017947,0.075506,0.020135
178,1013.61,0.250,-11.684,0.0261,3.3908,48.6410,0.6960,3.3729,1.9886,0.0000,16.9329,0.0000,9.1895,0.0000,0.0000,18.9098,0.2693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.379,-0.306,0.056,0.008,0.029,0.120111,0.195097,0.548450,0.058165,-0.017621,0.075578,0.020219
179,1012.61,0.250,-11.698,0.0256,3.3922,48.6127,0.6959,3.3676,2.0013,0.0000,17.0192,0.0000,9.1097,0.0000,0.0000,18.9233,0.2702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.371,-0.300,0.055,0.008,0.029,0.117916,0.194031,0.551542,0.057849,-0.017293,0.075651,0.020303
180,1011.61,0.250,-11.713,0.0252,3.3936,48.5843,0.6957,3.3623,2.0141,0.0000,17.1061,0.0000,9.0299,0.0000,0.0000,18.9364,0.2712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.364,-0.294,0.054,0.007,0.028,0.115681,0.192980,0.554657,0.057531,-0.016961,0.075723,0.020388
181,1010.61,0.250,-11.728,0.0247,3.3951,48.5557,0.6956,3.3570,2.0269,0.0000,17.1936,0.0000,8.9500,0.0000,0.0000,18.9490,0.2722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.357,-0.289,0.053,0.007,0.028,0.113407,0.191944,0.557794,0.057213,-0.016627,0.075796,0.020473
182,1009.61,0.250,-11.743,0.0243,3.3966,48.5271,0.6955,3.3516,2.0398,0.0000,17.2816,0.0000,8.8700,0.0000,0.0000,18.9612,0.2732,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.350,-0.283,0.052,0.007,0.027,0.111093,0.190922,0.560955,0.056893,-0.016290,0.075868,0.020559
183,1008.61,0.250,-11.758,0.0238,3.3980,48.4982,0.6955,3.3462,2.0528,0.0000,17.3702,0.0000,8.7899,0.0000,0.0000,18.9730,0.2742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.344,-0.278,0.051,0.007,0.027,0.108740,0.189915,0.564138,0.056572,-0.015949,0.075940,0.020644
184,1007.61,0.250,-11.773,0.0234,3.3995,48.4693,0.6955,3.3408,2.0659,0.0000,17.4593,0.0000,8.7097,0.0000,0.0000,18.9844,0.2752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.337,-0.273,0.050,0.007,0.026,0.106348,0.188922,0.567344,0.056250,-0.015606,0.076011,0.020731
185,1006.61,0.250,-11.787,0.0230,3.4010,48.4402,0.6955,3.3353,2.0790,0.0000,17.5490,0.0000,8.6294,0.0000,0.0000,18.9954,0.2762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.331,-0.268,0.049,0.007,0.026,0.103917,0.187944,0.570573,0.055926,-0.015260,0.076083,0.020817
186,1005.61,0.250,-11.802,0.0226,3.4025,48.4111,0.6955,3.3298,2.0922,0.0000,17.6393,0.0000,8.5490,0.0000,0.0000,19.0059,0.2772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.325,-0.263,0.049,0.007,0.025,0.101447,0.186981,0.573825,0.055601,-0.014911,0.076154,0.020904
187,1004.61,0.250,-11.817,0.0223,3.4040,48.3818,0.6955,3.3243,2.1055,0.0000,17.7301,0.0000,8.4685,0.0000,0.0000,19.0161,0.2782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.320,-0.259,0.048,0.007,0.025,0.098938,0.186032,0.577100,0.055274,-0.014560,0.076225,0.020991
188,1003.61,0.250,-11.832,0.0219,3.4055,48.3524,0.6956,3.3188,2.1188,0.0000,17.8215,0.0000,8.3880,0.0000,0.0000,19.0258,0.2792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.314,-0.255,0.047,0.006,0.024,0.096391,0.185097,0.580397,0.054946,-0.014205,0.076296,0.021078
189,1002.61,0.250,-11.847,0.0216,3.4071,48.3228,0.6957,3.3132,2.1323,0.0000,17.9135,0.0000,8.3073,0.0000,0.0000,19.0351,0.2802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.309,-0.250,0.046,0.006,0.024,0.093805,0.184177,0.583717,0.054616,-0.013847,0.076366,0.021166
190,1001.61,0.250,-11.862,0.0212,3.4086,48.2932,0.6958,3.3075,2.1457,0.0000,18.0059,0.0000,8.2266,0.0000,0.0000,19.0440,0.2812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.304,-0.246,0.045,0.006,0.024,0.091182,0.183271,0.587059,0.054284,-0.013486,0.076436,0.021254
191,1000.61,0.250,-11.877,0.0209,3.4101,48.2635,0.6959,3.3019,2.1593,0.0000,18.0989,0.0000,8.1458,0.0000,0.0000,19.0525,0.2822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.299,-0.242,0.045,0.006,0.023,0.088521,0.182379,0.590423,0.053951,-0.013123,0.076506,0.021343
192,999.61,0.250,-11.892,0.0206,3.4117,48.2336,0.6961,3.2962,2.1729,0.0000,18.1925,0.0000,8.0649,0.0000,0.0000,19.0606,0.2832,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.295,-0.239,0.044,0.006,0.023,0.085822,0.181501,0.593810,0.053616,-0.012756,0.076575,0.021431
